,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,bundle_density,payment_friction_flag,overpaying_flag,unbalanced_bundle,contract_leverage,price_fatigue_index
888,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,44.95,44.95,0,2,0,0,0,Low-Cost Flex,44.95
889,Female,0,0,0,68,0,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,0,Electronic check,44.95,3085.35,0,4,1,0,0,Low-Cost Flex,0.661029411764706
890,Female,0,1,1,21,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.95,926.25,0,2,1,0,0,Low-Cost Flex,2.1404761904761904
891,Female,1,1,0,29,0,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,45.0,1228.65,0,4,1,0,0,Low-Cost Flex,1.5517241379310345
892,Female,0,0,0,6,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,0,Credit card (automatic),45.0,298.7,0,3,0,0,0,Low-Cost Flex,7.5
893,Male,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.0,96.45,1,2,0,0,0,Low-Cost Flex,22.5
894,Female,1,0,0,3,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.0,127.1,1,2,1,0,0,Low-Cost Flex,15.0
895,Female,0,1,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.0,45.0,0,2,1,0,0,Low-Cost Flex,45.0
896,Female,0,1,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.0,89.75,0,2,1,0,0,Low-Cost Flex,22.5
897,Male,0,0,0,19,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),45.0,865.85,0,2,0,0,0,Low-Cost Flex,2.3684210526315788
898,Female,0,0,0,12,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),45.0,524.35,0,2,0,0,0,Low-Cost Flex,3.75
899,Male,0,0,1,29,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,1,Mailed check,45.0,1242.45,0,5,0,0,0,Low-Cost Flex,1.5517241379310345
900,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.05,45.05,1,2,0,0,0,Low-Cost Flex,45.05
901,Male,1,0,0,17,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.05,770.6,1,2,1,0,0,Low-Cost Flex,2.65
902,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.05,45.05,1,2,0,0,0,Low-Cost Flex,45.05
903,Female,0,0,0,12,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.05,523.1,0,2,1,0,0,Low-Cost Flex,3.7541666666666664
904,Male,1,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.1,45.1,1,2,1,0,0,Low-Cost Flex,45.1
905,Female,1,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.1,45.1,1,2,0,0,0,Low-Cost Flex,45.1
906,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),45.1,45.1,1,2,0,0,0,Low-Cost Flex,45.1
907,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.15,45.15,1,2,1,0,0,Low-Cost Flex,45.15
908,Male,0,0,0,8,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.15,438.4,1,2,0,0,0,Low-Cost Flex,5.64375
909,Female,0,0,0,9,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.15,416.45,1,2,1,0,0,Low-Cost Flex,5.016666666666667
910,Male,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.15,98.5,1,2,1,0,0,Low-Cost Flex,22.575
911,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.15,45.15,0,2,0,0,0,Low-Cost Flex,45.15
912,Male,1,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.2,45.2,0,2,1,0,0,Low-Cost Flex,45.2
913,Male,0,0,0,46,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),45.2,2065.15,0,2,0,0,0,Low-Cost Flex,0.982608695652174
914,Male,0,0,0,11,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),45.2,492.0,0,2,0,0,0,Low-Cost Flex,4.109090909090909
915,Female,0,0,1,41,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),45.2,1841.9,0,2,0,0,0,Low-Cost Flex,1.102439024390244
916,Male,1,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),45.25,45.25,0,2,0,0,0,Low-Cost Flex,45.25
917,Female,0,0,0,10,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.25,428.7,0,2,0,0,0,Low-Cost Flex,4.525
918,Male,0,1,1,4,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.25,155.35,0,2,0,0,0,Low-Cost Flex,11.3125
919,Female,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.25,74.2,0,2,0,0,0,Low-Cost Flex,22.625
920,Female,0,0,0,2,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,45.25,85.5,1,3,1,0,0,Low-Cost Flex,22.625
921,Male,1,1,0,58,0,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,45.3,2651.2,1,4,1,0,0,Low-Cost Flex,0.7810344827586206
922,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.3,45.3,0,2,0,0,0,Low-Cost Flex,45.3
923,Female,0,1,0,48,0,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),45.3,2145.0,1,4,0,0,0,Low-Cost Flex,0.94375
924,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.3,45.3,1,2,1,0,0,Low-Cost Flex,45.3
925,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.3,45.3,1,2,0,0,0,Low-Cost Flex,45.3
926,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.3,45.3,1,2,1,0,0,Low-Cost Flex,45.3
927,Female,0,0,0,4,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.3,196.95,1,2,0,0,0,Low-Cost Flex,11.325
928,Male,0,0,0,1,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,45.3,45.3,1,3,0,0,0,Low-Cost Flex,45.3
929,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.3,45.3,1,2,1,0,0,Low-Cost Flex,45.3
930,Female,1,1,0,13,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,45.3,528.45,0,3,1,0,0,Low-Cost Flex,3.4846153846153842
931,Male,0,0,0,3,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.35,141.5,1,2,1,0,0,Low-Cost Flex,15.116666666666667
932,Male,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.35,89.5,1,2,1,0,0,Low-Cost Flex,22.675
933,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.35,45.35,0,2,0,0,0,Low-Cost Flex,45.35
934,Male,0,0,0,12,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),45.4,518.9,1,2,0,0,0,Low-Cost Flex,3.783333333333333
935,Male,0,0,0,9,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,45.4,418.8,1,3,1,0,0,Low-Cost Flex,5.044444444444444
936,Female,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.4,80.95,0,2,1,0,0,Low-Cost Flex,22.7
937,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.4,45.4,1,2,0,0,0,Low-Cost Flex,45.4
938,Male,1,0,0,5,0,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,0,Credit card (automatic),45.4,214.75,0,4,0,0,0,Low-Cost Flex,9.08
939,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.4,45.4,0,2,0,0,0,Low-Cost Flex,45.4
940,Male,0,0,0,3,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.45,141.7,0,2,0,0,0,Low-Cost Flex,15.15
941,Female,0,1,1,8,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.45,411.75,0,2,1,0,0,Low-Cost Flex,5.68125
942,Male,0,0,0,26,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.45,1233.15,0,2,1,0,0,Low-Cost Flex,1.748076923076923
943,Female,0,1,1,6,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.5,285.2,0,2,0,0,0,Low-Cost Flex,7.583333333333333
944,Male,0,0,0,13,0,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),45.55,597.0,1,4,0,0,0,Low-Cost Flex,3.503846153846154
945,Male,0,0,0,10,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.55,402.6,1,2,1,0,0,Low-Cost Flex,4.555
946,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.55,45.55,0,2,0,0,0,Low-Cost Flex,45.55
947,Female,0,1,0,46,0,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,45.55,2062.15,0,4,1,0,0,Low-Cost Flex,0.9902173913043477
948,Female,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.55,84.4,0,2,1,0,0,Low-Cost Flex,22.775
949,Female,0,0,1,48,0,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,0,Credit card (automatic),45.55,2108.35,0,4,0,0,0,Low-Cost Flex,0.9489583333333332
950,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.6,45.6,0,2,0,0,0,Low-Cost Flex,45.6
951,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.6,45.6,1,2,1,0,0,Low-Cost Flex,45.6
952,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.65,45.65,1,2,1,0,0,Low-Cost Flex,45.65
953,Female,0,0,0,4,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.65,191.05,1,2,0,0,0,Low-Cost Flex,11.4125
954,Female,0,1,0,6,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.65,323.45,0,2,0,0,0,Low-Cost Flex,7.608333333333333
955,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.65,45.65,1,2,1,0,0,Low-Cost Flex,45.65
956,Male,0,0,1,21,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.65,985.05,0,2,0,0,0,Low-Cost Flex,2.1738095238095236
957,Male,0,0,1,18,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),45.65,747.2,0,2,0,0,0,Low-Cost Flex,2.536111111111111
958,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.7,45.7,1,2,0,0,0,Low-Cost Flex,45.7
959,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.7,45.7,1,2,0,0,0,Low-Cost Flex,45.7
960,Female,0,1,1,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.7,45.7,1,2,1,0,0,Low-Cost Flex,45.7
961,Female,1,0,0,5,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,45.7,198.0,1,3,1,0,0,Low-Cost Flex,9.14
962,Male,1,0,1,7,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.75,344.2,0,2,0,0,0,Low-Cost Flex,6.535714285714286
963,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.75,45.75,1,2,1,0,0,Low-Cost Flex,45.75
964,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.8,45.8,0,2,0,0,0,Low-Cost Flex,45.8
965,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.8,45.8,1,2,1,0,0,Low-Cost Flex,45.8
966,Female,0,0,1,26,0,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,0,Mailed check,45.8,1147.0,0,4,0,0,0,Low-Cost Flex,1.7615384615384615
967,Male,0,0,0,10,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),45.8,436.2,0,2,0,0,0,Low-Cost Flex,4.58
968,Male,0,1,1,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.85,45.85,1,2,0,0,0,Low-Cost Flex,45.85
969,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.85,45.85,1,2,0,0,0,Low-Cost Flex,45.85
970,Male,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.85,81.0,1,2,0,0,0,Low-Cost Flex,22.925
971,Female,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.85,105.6,0,2,0,0,0,Low-Cost Flex,22.925
972,Male,1,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.85,45.85,0,2,0,0,0,Low-Cost Flex,45.85
973,Male,0,0,0,4,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.9,199.75,0,2,1,0,0,Low-Cost Flex,11.475
974,Male,0,1,0,29,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,45.9,1332.4,0,3,1,0,0,Low-Cost Flex,1.5827586206896551
975,Female,0,1,0,12,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),45.9,505.95,0,2,0,0,0,Low-Cost Flex,3.8249999999999997
976,Male,0,1,0,11,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),45.9,521.9,0,2,0,0,0,Low-Cost Flex,4.172727272727273
977,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.95,45.95,1,2,0,0,0,Low-Cost Flex,45.95
978,Female,0,0,1,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.95,45.95,1,2,0,0,0,Low-Cost Flex,45.95
979,Male,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),46.0,84.5,1,2,0,0,0,Low-Cost Flex,23.0
980,Male,0,0,0,10,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,46.0,492.1,0,2,0,0,0,Low-Cost Flex,4.6
981,Female,0,0,0,4,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,46.0,193.6,1,2,0,0,0,Low-Cost Flex,11.5
982,Female,1,1,1,4,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,46.0,181.6,1,2,1,0,0,Low-Cost Flex,11.5
983,Female,1,1,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,46.0,46.0,1,2,1,0,0,Low-Cost Flex,46.0
984,Female,0,0,1,5,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,46.0,221.7,1,2,0,0,0,Low-Cost Flex,9.2
985,Male,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),46.05,80.35,1,2,0,0,0,Low-Cost Flex,23.025
986,Female,0,1,0,3,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,46.1,130.15,0,2,0,0,0,Low-Cost Flex,15.366666666666667
987,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),46.2,46.2,1,2,0,0,0,Low-Cost Flex,46.2
988,Female,0,1,1,15,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,46.3,639.45,0,2,1,0,0,Low-Cost Flex,3.0866666666666664
989,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,46.3,46.3,1,2,0,0,0,Low-Cost Flex,46.3
990,Male,1,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,46.3,46.3,0,2,1,0,0,Low-Cost Flex,46.3
991,Male,0,0,0,53,0,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),46.3,2546.85,0,4,0,0,0,Low-Cost Flex,0.8735849056603773
992,Female,1,0,0,14,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,46.35,672.7,0,3,1,0,0,Low-Cost Flex,3.310714285714286
993,Male,0,1,0,14,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,46.35,667.7,1,3,1,0,0,Low-Cost Flex,3.310714285714286
994,Male,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),46.6,87.9,0,2,0,0,0,Low-Cost Flex,23.3
995,Male,0,0,0,5,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,47.15,223.15,1,3,1,0,0,Low-Cost Flex,9.43
996,Male,0,0,0,2,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,47.8,92.45,1,3,1,0,0,Low-Cost Flex,23.9
997,Male,0,0,0,1,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,47.95,47.95,0,3,1,0,0,Low-Cost Flex,47.95
998,Female,0,0,0,6,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,47.95,305.1,1,4,1,0,0,Low-Cost Flex,7.991666666666667
999,Female,1,0,0,7,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,48.2,340.35,0,3,1,0,0,Low-Cost Flex,6.885714285714286
1000,Female,0,0,0,4,0,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,0,Mailed check,48.25,202.25,0,5,0,0,0,Low-Cost Flex,12.0625
1001,Female,0,0,0,25,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,48.25,1293.8,0,4,1,0,0,Low-Cost Flex,1.93
1002,Female,1,1,0,18,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,48.35,810.7,1,4,1,0,0,Low-Cost Flex,2.6861111111111113
1003,Female,0,0,0,1,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),48.45,48.45,0,3,0,0,0,Low-Cost Flex,48.45
1004,Male,0,0,0,1,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,48.55,48.55,1,3,0,0,0,Low-Cost Flex,48.55
1005,Male,0,1,0,4,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,48.55,201.0,1,4,1,0,0,Low-Cost Flex,12.1375
1006,Female,0,0,0,11,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Credit card (automatic),48.55,501.0,1,3,0,0,0,Low-Cost Flex,4.413636363636363
1007,Female,0,0,0,1,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),48.6,48.6,1,3,0,0,0,Low-Cost Flex,48.6
1008,Female,0,0,0,1,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,48.6,48.6,0,3,1,0,0,Low-Cost Flex,48.6
1009,Male,0,0,1,5,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),48.65,235.2,0,3,0,0,0,Low-Cost Flex,9.73
1010,Male,0,1,1,7,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,48.7,340.25,1,3,1,0,0,Low-Cost Flex,6.957142857142857
1011,Female,0,1,1,53,0,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),48.7,2495.2,0,5,0,0,0,Low-Cost Flex,0.9188679245283019
1012,Male,0,1,1,1,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,48.75,48.75,0,3,0,0,0,Low-Cost Flex,48.75
1013,Female,0,1,0,13,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),48.75,633.4,1,4,0,0,0,Low-Cost Flex,3.75
1014,Female,1,0,0,4,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,48.75,179.85,0,3,0,0,0,Low-Cost Flex,12.1875
1015,Female,0,1,0,9,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,48.75,442.2,1,4,1,0,0,Low-Cost Flex,5.416666666666667
1016,Male,1,0,0,52,0,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),48.8,2555.05,0,4,0,0,0,Low-Cost Flex,0.9384615384615385
1017,Female,0,1,1,6,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,48.8,297.35,0,3,0,0,0,Low-Cost Flex,8.133333333333333
1018,Male,0,1,0,14,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),48.8,664.4,0,3,0,0,0,Low-Cost Flex,3.4857142857142853
1019,Female,0,0,0,22,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),48.8,1054.6,1,3,0,0,0,Low-Cost Flex,2.2181818181818183
1020,Female,0,1,1,7,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,48.8,349.8,0,3,1,0,0,Low-Cost Flex,6.971428571428571
1021,Female,0,0,0,30,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,48.8,1536.75,0,3,0,0,0,Low-Cost Flex,1.6266666666666665
1022,Female,0,0,1,19,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,48.8,953.65,0,3,0,0,0,Low-Cost Flex,2.568421052631579
1023,Female,0,0,0,15,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,48.8,720.1,0,3,0,0,0,Low-Cost Flex,3.253333333333333
1024,Female,0,0,0,15,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,48.85,631.4,0,3,0,0,0,Low-Cost Flex,3.256666666666667
1025,Female,0,0,0,15,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,48.85,736.8,0,3,1,0,0,Low-Cost Flex,3.256666666666667
1026,Female,0,1,1,6,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),48.95,273.25,0,3,0,0,0,Low-Cost Flex,8.158333333333333
1027,Male,0,0,0,29,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),48.95,1323.7,0,3,0,0,0,Low-Cost Flex,1.6879310344827587
1028,Male,0,0,0,39,0,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),48.95,1880.85,1,5,0,0,0,Low-Cost Flex,1.255128205128205
1029,Male,0,0,1,1,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,48.95,48.95,1,3,1,0,0,Low-Cost Flex,48.95
1030,Male,0,0,0,27,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,49.0,1291.35,0,3,0,0,0,Low-Cost Flex,1.8148148148148149
1031,Male,0,0,0,15,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,49.0,749.25,0,3,1,0,0,Low-Cost Flex,3.2666666666666666
1032,Male,0,0,0,1,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Credit card (automatic),49.0,49.0,0,3,0,0,0,Low-Cost Flex,49.0
1033,Male,0,0,0,1,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,49.05,49.05,0,3,0,0,0,Low-Cost Flex,49.05
1034,Female,0,0,0,2,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),49.05,91.1,1,3,0,0,0,Low-Cost Flex,24.525
1035,Male,0,0,0,12,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),49.05,593.05,0,3,0,0,0,Low-Cost Flex,4.0874999999999995
1036,Female,0,0,0,43,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),49.05,2076.2,1,4,0,0,0,Low-Cost Flex,1.1406976744186046
1037,Female,0,0,0,15,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,49.1,679.55,1,3,1,0,0,Low-Cost Flex,3.2733333333333334
1038,Male,1,0,0,52,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,49.15,2550.9,1,4,1,0,0,Low-Cost Flex,0.9451923076923077
1039,Female,0,0,0,13,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,49.15,649.4,0,4,1,0,0,Low-Cost Flex,3.7807692307692307
1040,Male,0,0,0,26,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),49.15,1237.3,0,3,0,0,0,Low-Cost Flex,1.8903846153846153
1041,Female,0,1,0,6,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,49.15,270.8,1,3,1,0,0,Low-Cost Flex,8.191666666666666
1042,Male,0,0,0,3,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,49.15,169.05,1,3,1,0,0,Low-Cost Flex,16.383333333333333
1043,Male,0,1,1,6,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,49.15,295.65,0,3,1,0,0,Low-Cost Flex,8.191666666666666
1044,Male,0,1,1,12,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,49.2,571.15,0,3,1,0,0,Low-Cost Flex,4.1000000000000005
1045,Male,0,0,0,35,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,49.2,1701.65,0,4,1,0,0,Low-Cost Flex,1.4057142857142857
1046,Female,0,0,0,2,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,49.2,103.7,0,3,0,0,0,Low-Cost Flex,24.6
1047,Male,1,0,0,9,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,49.2,447.9,0,3,0,0,0,Low-Cost Flex,5.466666666666667
1048,Male,0,0,0,5,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,49.2,216.9,1,3,1,0,0,Low-Cost Flex,9.84
